,BBC Compound,BBC Negative,BBC Neutral,BBC Positive,BBC Tweet date,BBC Tweets,CBS Compound,CBS Negative,CBS Neutral,CBS Positive,CBS Tweet date,CBS Tweets,CNN Compound,CNN Negative,CNN Neutral,CNN Positive,CNN Tweet date,CNN Tweets,Fox Compound,Fox Negative,Fox Neutral,Fox Positive,Fox Tweet date,Fox Tweets,NYT Compound,NYT Negative,NYT Neutral,NYT Positive,NYT Tweet date,NYT Tweets
74,-0.7841,0.463,0.537,0.0,Tue Mar 27 23:50:38 +0000 2018,Fired Vancouver waiter case: Are the French really rude? https://t.co/ETb72MasiY,0.0,0.0,1.0,0.0,Wed Mar 28 14:15:01 +0000 2018,"Two airline pilots traveling over Arizona claim they were passed by a UFO while flying at over 30,000 feet in the a… https://t.co/fkJioSzsY4",-0.6249,0.212,0.788,0.0,Wed Mar 28 21:26:53 +0000 2018,"Former Vice President Joe Biden regrets saying that if he were in high school, he would fight President Trump over… https://t.co/l4oVqppV40",0.0,0.0,1.0,0.0,Wed Mar 28 22:00:35 +0000 2018,Who is David Shulkin? 3 things to know about Trump's former secretary of Veterans Affairs https://t.co/a2A06xE4Xf,0.0,0.0,1.0,0.0,Wed Mar 28 13:00:17 +0000 2018,Morning Briefing: Here's what you need to know to start your day https://t.co/yLdObb0e0R https://t.co/NbpPRQafVf
75,0.5095,0.0,0.798,0.202,Tue Mar 27 21:37:00 +0000 2018,RT @BBCDanielS: BBC Exclusive interview with Sergei Skripal’s niece: “I would really like to know how they are” https://t.co/UQHT7fZv2y,-0.34,0.098,0.902,0.0,Wed Mar 28 14:00:25 +0000 2018,"This car accidentally ended up in a swimming pool when a mom who thought she put it in park got out, leaving her hu… https://t.co/HblpcrosDd",0.0,0.0,1.0,0.0,Wed Mar 28 21:23:39 +0000 2018,"RT @CNNnewsroom: ""There's this power of nostalgia in this family...but they were also the quintessential working class, white, exurban fami…",0.0,0.0,1.0,0.0,Wed Mar 28 21:56:32 +0000 2018,.@kimguilfoyle: “I think this is an example of @POTUS…winning.” #TheFive https://t.co/UkisT39CJh,0.4215,0.094,0.703,0.203,Wed Mar 28 12:44:03 +0000 2018,RT @MattAndersonNYT: The Russian director Kirill Serebrennikov is still under house arrest in Moscow. A festival of his plays and films at…
76,0.0,0.0,1.0,0.0,Tue Mar 27 21:20:33 +0000 2018,"This 'smoking' elephant in India is baffling experts

https://t.co/4oBCX8OR7q https://t.co/5nVKiPNUZF",0.0,0.0,1.0,0.0,Wed Mar 28 13:45:01 +0000 2018,"Stormy Daniels, who claims she had a sexual encounter with President Trump, will make an appearance at a D.C. strip… https://t.co/X6anFUTgvB",0.0,0.0,1.0,0.0,Wed Mar 28 21:20:38 +0000 2018,"News that Cambridge Analytica, a data firm with ties to President Trump's campaign, reportedly accessed information… https://t.co/HLBbE15VgU",0.0,0.0,1.0,0.0,Wed Mar 28 21:48:40 +0000 2018,.@greggutfeld: 'Roseanne' Reboot Replaced 'Demonization with Dialogue' https://t.co/IZiHF0NsFI,-0.5423,0.163,0.837,0.0,Wed Mar 28 12:30:03 +0000 2018,The Academy of Motion Picture Arts and Sciences concluded that an allegation of sexual harassment against its presi… https://t.co/9h1ugEvuBz
77,-0.2516,0.229,0.603,0.168,Tue Mar 27 20:14:24 +0000 2018,Spy poisoning: 'I would really like to know how they are' https://t.co/6hK6i3Co1S,0.0,0.0,1.0,0.0,Wed Mar 28 13:30:30 +0000 2018,A former Disney Channel star now has a job in the White House. https://t.co/Xfmq1Hvj0d,0.3612,0.0,0.884,0.116,Wed Mar 28 21:11:01 +0000 2018,TESS the planet hunter is getting ready to launch next month. The Transiting Exoplanet Survey Satellite is NASA's n… https://t.co/IjwXc4IsiY,0.0,0.0,1.0,0.0,Wed Mar 28 21:41:27 +0000 2018,BREAKING: #Trump to replace David Shulkin with Adm. Ronny Jackson as Veterans Affairs secretary… https://t.co/Zpv9UbPnB1,0.34,0.0,0.882,0.118,Wed Mar 28 12:15:05 +0000 2018,Facebook said it will roll out a centralized system for its users to control their privacy and security settings https://t.co/DxHZ5eNRDa
78,0.0,0.0,1.0,0.0,Tue Mar 27 19:19:12 +0000 2018,Brazilian sports reporters tackle on-air groping https://t.co/MOxFd4yreE,-0.5994,0.17,0.83,0.0,Wed Mar 28 13:15:01 +0000 2018,"Frontman of Eagles of Death Metal calls out survivors of the Florida school massacre, using his experience as a sho… https://t.co/a3kCTmFOyt",0.4767,0.0,0.837,0.163,Wed Mar 28 21:02:45 +0000 2018,"Sen. Kennedy on what he'd ask Zuckerberg: ""Is it a fair bargain for me to give up all my personal data to Facebook,… https://t.co/yxDzoJoacU",0.4939,0.0,0.738,0.262,Wed Mar 28 21:27:07 +0000 2018,"Surgeons amazed after removing over 2,000 gallstones from woman https://t.co/YEuOWzC7N5",-0.0397,0.116,0.774,0.109,Wed Mar 28 12:05:06 +0000 2018,"Trevor Noah is not impressed by John Bolton, President Trump's new pick for national security adviser. Our late-nig… https://t.co/pwzaU3scX5"
79,0.6705,0.13,0.538,0.332,Tue Mar 27 18:14:45 +0000 2018,"RT @BBCNews: Owl ring-bearer attacks best man at wedding... prompting hoots of laughter 🦉

https://t.co/DjhjEdoYhy https://t.co/2x3bedxedn",0.5994,0.0,0.776,0.224,Wed Mar 28 13:00:02 +0000 2018,"President Trump says there is a ""good chance"" North Korean leader Kim Jong Un will do ""what is right""… https://t.co/vdVMKZlAVe",0.0,0.0,1.0,0.0,Wed Mar 28 20:48:51 +0000 2018,"If you were running for President, would you have your deputy campaign manager speak to a former Russian intelligen… https://t.co/DjjDdZY1fC",0.0,0.0,1.0,0.0,Wed Mar 28 21:12:19 +0000 2018,Judge rules suit against #Trump over foreign gifts can move forward https://t.co/kqi3Awd4i7,0.0,0.0,1.0,0.0,Wed Mar 28 11:44:02 +0000 2018,Atlanta's municipal government has been brought to its knees by one of the most sustained and consequential cyberat… https://t.co/DG6umSDQL5
80,-0.25,0.222,0.778,0.0,Tue Mar 27 18:13:18 +0000 2018,Nearly a million watch cat stuck up pole https://t.co/aw9PbAliF3,0.25,0.0,0.9,0.1,Wed Mar 28 12:45:06 +0000 2018,Jewelry designer Kendra Scott believes she's living the American dream. She is a college dropout who became an entr… https://t.co/gISgvU7a4Y,0.3182,0.132,0.638,0.23,Wed Mar 28 20:35:03 +0000 2018,"A generation ago, Republicans focused on reforming the nation's safety net by requiring poor mothers to work. Now,… https://t.co/vaMFi5ajZD",-0.0516,0.117,0.777,0.107,Wed Mar 28 21:03:39 +0000 2018,Combat Vet on Calls for 2nd Amendment Repeal: 'Our Rights and Freedoms Are Not Up for Debate' https://t.co/MwTbOAnoVt,0.0,0.0,1.0,0.0,Wed Mar 28 11:31:08 +0000 2018,"The National Civil Rights Museum in Memphis is a monument to a movement, and to the Rev. Dr. Martin Luther King Jr. https://t.co/b9MJfvYXiF"
81,-0.5106,0.202,0.798,0.0,Tue Mar 27 18:02:09 +0000 2018,"RT @BBCSport: Australia coach Darren Lehmann denied ball-tampering during the Ashes when questioned at Johannesburg airport by @danroan 

W…",0.0772,0.0,0.939,0.061,Wed Mar 28 12:43:56 +0000 2018,"RT @CBSThisMorning: .@Lyft co-founder @johnzimmer says he occasionally drives for Lyft so he can ""learn the challenges of being a driver on…",0.0,0.0,1.0,0.0,Wed Mar 28 20:31:05 +0000 2018,"13,000-year-old footprints were found off the Canadian coast https://t.co/Yq3Ijx9hnL https://t.co/vonY3PKKWB",-0.0516,0.098,0.902,0.0,Wed Mar 28 20:56:39 +0000 2018,Arizona police department mounts AR-15 rifles on backs of some motorcycles https://t.co/a2fWHRGqio,0.0,0.0,1.0,0.0,Wed Mar 28 11:15:09 +0000 2018,"President Trump said that the Second Amendment — the right to bear arms — ""will never be repealed,"" responding to a… https://t.co/iYAMbvHi9Z"
82,-0.4588,0.143,0.857,0.0,Tue Mar 27 17:57:01 +0000 2018,"RT @richard_conway: Sanctions announced against the three players within 24 hours by Cricket Australia. 
A nation is incensed, a Prime Mini…",0.0,0.0,1.0,0.0,Wed Mar 28 12:43:25 +0000 2018,COMING UP on @CBSThisMorning: Jewelry designer @KendraScott started her billion-dollar business by taking handmade… https://t.co/3w5s4OAsVF,0.6808,0.0,0.752,0.248,Wed Mar 28 20:26:19 +0000 2018,"Vice President Mike Pence's hometown of Columbus, Indiana, plans to hold its first LGBT Pride Festival next month… https://t.co/EML8EDzuby",-0.6124,0.286,0.714,0.0,Wed Mar 28 20:53:33 +0000 2018,"Orange County, CA Supervisor Called a 'Racist B----' Amid Sanctuary Controversy https://t.co/DuYJZxGpQR",0.34,0.0,0.862,0.138,Wed Mar 28 11:00:08 +0000 2018,"John Bolton, President Trump's choice for national security adviser, was portrayed during a 2005 Senate confirmatio… https://t.co/Eq0eq04Pb9"
83,0.7964,0.0,0.664,0.336,Tue Mar 27 17:51:11 +0000 2018,"I want to apologise to ""kids who love cricket and idolise the players"" - Cricket Australia boss James Sutherland on… https://t.co/evTGNOU23c",0.0,0.0,1.0,0.0,Wed Mar 28 12:39:09 +0000 2018,"Author Ross Douthat joins @CBSThisMorning to discuss his new book ""To Change the Church"" about the controversy over… https://t.co/vPhubFlk8A",0.3612,0.0,0.857,0.143,Wed Mar 28 20:18:28 +0000 2018,"RT @TheLeadCNN: President Trump in December, 2017: “I don’t want to talk about pardons of Michael Flynn yet, we’ll see what happens, let’s…",0.3182,0.0,0.867,0.133,Wed Mar 28 20:44:41 +0000 2018,.@POTUS secures trade deal with South Korea ahead of potential meeting with North Korea. @TeamCavuto https://t.co/vnBI3EkS6F,0.0,0.0,1.0,0.0,Wed Mar 28 10:45:05 +0000 2018,"Some voters said they had been paid, from about $3 to $9, to vote. In several areas, government officials promised… https://t.co/3l3sroqZll"
84,0.2023,0.0,0.913,0.087,Tue Mar 27 17:41:16 +0000 2018,"RT @richard_conway: Smith, Bancroft and Warner said to be only players with knowledge of ball tampering intentions... significant words in…",0.0,0.0,1.0,0.0,Wed Mar 28 12:35:59 +0000 2018,Here’s a look at some of this morning’s other headlines on @CBSThisMorning https://t.co/b13njtFQkL,-0.6705,0.256,0.744,0.0,Wed Mar 28 20:13:55 +0000 2018,"A lawsuit alleging that gifts from foreign governments to President Trump may be illegal can go forward, a federal… https://t.co/yA2asY7QE0",0.0,0.0,1.0,0.0,Wed Mar 28 20:35:08 +0000 2018,TUNE IN to the latest #HemmerTime podcast with @BillHemmer and @CardinalDolan on the sanctity of silence.… https://t.co/UiBHKAFFli,-0.6124,0.263,0.737,0.0,Wed Mar 28 10:30:10 +0000 2018,North Korea is firing up a reactor. Why that could upset Trump's talks with Kim. https://t.co/dIimnicgw7 https://t.co/F6kbTGtJDr
85,-0.34,0.194,0.806,0.0,Tue Mar 27 17:40:24 +0000 2018,Russia fire: Protester spoke on the phone to dying wife https://t.co/YDLIjNDGNg,-0.34,0.118,0.882,0.0,Wed Mar 28 12:30:01 +0000 2018,Wisconsin high school students marching for gun reform are expected to finish a 50-mile journey to House Speaker Pa… https://t.co/64fdcQiPjg,0.6486,0.0,0.823,0.177,Wed Mar 28 20:06:30 +0000 2018,"People may have snickered at President Trump's call for a US ""space force,"" but ""the laughter masks the fact that t… https://t.co/5SF9c5JyI1",0.0,0.193,0.614,0.193,Wed Mar 28 20:25:04 +0000 2018,".@WhiteHouse: No pardons under consideration for Manafort, Flynn https://t.co/qJj0aB6rST",0.2732,0.0,0.913,0.087,Wed Mar 28 10:15:04 +0000 2018,"RT @LizziePaton: Is fast fashion going out of, well, fashion? H&amp;M, the world’s second largest retailer by sales, is currently sitting on a…"
86,0.0,0.0,1.0,0.0,Tue Mar 27 17:34:28 +0000 2018,"RT @bbctms: James Sutherland says only 3 people involved in ball tampering incident. 

Steve Smith, David Warner &amp; Cameron Bancroft. 

""Ser…",-0.4137,0.099,0.901,0.0,Wed Mar 28 12:21:08 +0000 2018,"RT @CBSThisMorning: How did we get here? Could this all have been avoided? 

""Yes... I lay all of this at the feet of Michael Cohen, from t…",0.25,0.155,0.621,0.224,Wed Mar 28 20:05:27 +0000 2018,"RT @CNNMoney: Nasdaq drops nearly 1% on tech slump. Dow inches lower, giving up early gains. Tesla tumbles 8%, Amazon loses 4%. https://t.c…",-0.7096,0.33,0.67,0.0,Wed Mar 28 20:19:22 +0000 2018,"'ACLU effect' is to blame for Chicago's sharp rise in crime, study says https://t.co/MFbLymBU9l",0.0,0.0,1.0,0.0,Wed Mar 28 10:05:05 +0000 2018,Morning Briefing: Here's what you need to know to start your day https://t.co/qSirjFsTQK https://t.co/Rtc5I5NHou
87,0.0,0.0,1.0,0.0,Tue Mar 27 17:33:54 +0000 2018,RT @richard_conway: Full statement from Cricket Australia: https://t.co/GqIh4ynYtE,-0.3612,0.128,0.872,0.0,Wed Mar 28 12:18:47 +0000 2018,The president of ride-sharing company Lyft says the deadly collision involving an Uber self-driving SUV could have… https://t.co/8rSCnwmloG,0.4404,0.0,0.879,0.121,Wed Mar 28 20:02:52 +0000 2018,A majority of Democratic voters in New York City believe Gov. Andrew Cuomo would be better for the city than his pr… https://t.co/8T7hHOJQ9t,-0.6486,0.281,0.719,0.0,Wed Mar 28 20:14:45 +0000 2018,"Driver leaves 1 dead, others in life-threatening condition in San Francisco hit-and-run https://t.co/OJtSdht8Ut",0.4215,0.0,0.872,0.128,Wed Mar 28 09:44:06 +0000 2018,"Kim Jong-un told Xi Jinping that he was open to dialogue with the United States, including a potential summit meeti… https://t.co/7mnXpfQdMX"
88,0.0,0.0,1.0,0.0,Tue Mar 27 17:32:03 +0000 2018,"Australia ball-tampering: Steve Smith, David Warner, Cameron Bancroft sent home https://t.co/gBTooWUkS4",0.5267,0.0,0.784,0.216,Wed Mar 28 12:15:01 +0000 2018,"Stormy Daniels lawyer Michael Avenatti says his motion to depose President Trump is ""well supported"" by law… https://t.co/DkLwSNAOFt",0.0,0.0,1.0,0.0,Wed Mar 28 19:59:54 +0000 2018,"RT @CNNnewsroom: ""President Trump is not the same as the Donald Trump from 12 years ago, and so we can't try to make a comparison between t…",-0.7269,0.337,0.663,0.0,Wed Mar 28 20:14:44 +0000 2018,Donations Pour in for Rifle Team After School District Rejects NRA's 'Dirty Money' https://t.co/mVV8pTl1BA,-0.5574,0.135,0.865,0.0,Wed Mar 28 09:29:02 +0000 2018,"RT @nytimesworld: “I am thinking about the family of the butcher, about the customer who died for nothing, and about the colonel who sacrif…"
89,0.0,0.0,1.0,0.0,Tue Mar 27 17:26:01 +0000 2018,"RT @richard_conway: Cricket Australia to conduct review into conduct and culture of team.
Sanctions to be announced within 24 hours.",-0.34,0.118,0.882,0.0,Wed Mar 28 12:09:43 +0000 2018,Wisconsin high school students marching for gun reform are expected to finish a 50-mile journey this morning. The 4… https://t.co/4wYCr8dbXR,0.5719,0.0,0.81,0.19,Wed Mar 28 19:56:39 +0000 2018,A federal judge approved $75 million worth of loans to Remington so the company can keep making guns as it works th… https://t.co/XXNzhHcujS,-0.4215,0.128,0.872,0.0,Wed Mar 28 20:08:00 +0000 2018,"Florida woman fails to put car into park, car rolls into pool with husband and child inside, cops say https://t.co/jXKlozKkTP",0.1045,0.158,0.658,0.184,Wed Mar 28 09:16:05 +0000 2018,The United Nations' most haunting mystery received new life on Tuesday https://t.co/Cp0HnO48qu
90,-0.0516,0.062,0.938,0.0,Tue Mar 27 17:23:13 +0000 2018,"RT @richard_conway: Breaking:
Cricket Australia say Steve Smith, David Warner, Cameron Bancroft to leave South Africa tomorrow.
Head coach…",0.0,0.0,1.0,0.0,Wed Mar 28 12:05:44 +0000 2018,Stormy Daniels' attorney Michael Avenatti filed a motion asking a federal judge for permission to question Presiden… https://t.co/AXjEJJtnB5,0.4588,0.0,0.85,0.15,Wed Mar 28 19:50:43 +0000 2018,Most world leaders visiting other countries make a grand entrance by stepping off a large jet. North Korean leader… https://t.co/ChgciHqyBu,-0.7184,0.353,0.647,0.0,Wed Mar 28 20:00:03 +0000 2018,Al Qaeda leader killed by drone strike in Libya identified by Pentagon https://t.co/PNQIv22Spy,-0.296,0.147,0.756,0.097,Wed Mar 28 09:00:22 +0000 2018,"RT @nytimesworld: Egypt’s presidential election is shaping up to be a low-watt and joyless affair, the antithesis of the youthful passions…"
91,-0.3182,0.277,0.723,0.0,Tue Mar 27 17:19:43 +0000 2018,JWST: Hubble 'successor' faces new delay https://t.co/eXx0Vxqfb6,0.4215,0.0,0.851,0.149,Wed Mar 28 12:05:01 +0000 2018,Facebook says it is overhauling its privacy controls to make them easier to use amid backlash:… https://t.co/fES0CwGzy4,-0.296,0.196,0.804,0.0,Wed Mar 28 19:37:33 +0000 2018,Why Trump country is worried about Trump's tariffs https://t.co/mJZHMYxLYj https://t.co/JYL14Rea3j,0.0,0.0,1.0,0.0,Wed Mar 28 19:50:00 +0000 2018,https://t.co/Sd20aLiHZ9,-0.5267,0.159,0.841,0.0,Wed Mar 28 08:44:04 +0000 2018,"In an 8th-grade history textbook, students are told that Viktor Orban thinks refugees are a threat to Hungary. ""It… https://t.co/zGSK0PZDXF"
92,-0.296,0.18,0.82,0.0,Tue Mar 27 17:04:02 +0000 2018,France to lower school starting age from six to three https://t.co/Us998C0PsN,0.0,0.0,1.0,0.0,Wed Mar 28 11:53:06 +0000 2018,Here’s a look at some of this morning’s other headlines on @CBSThisMorning https://t.co/RmBbo4VUFD,0.34,0.0,0.87,0.13,Wed Mar 28 19:26:34 +0000 2018,"13,000-year-old footprints were found off the coast of a Canadian island, giving researchers insight into life duri… https://t.co/bJEFqwFXAk",-0.34,0.211,0.789,0.0,Wed Mar 28 19:41:41 +0000 2018,Largest Christian university opens 'sophisticated' gun range for students https://t.co/vJShCwR0dP,-0.4404,0.132,0.868,0.0,Wed Mar 28 08:30:07 +0000 2018,At least 12 states signaled that they would sue to block the Trump administration from adding a question about citi… https://t.co/zg2L5EURJP
93,-0.4767,0.279,0.721,0.0,Tue Mar 27 16:43:51 +0000 2018,William Strampel: Michigan supervisor of Larry Nassar arrested https://t.co/1dROZkhAjO,0.296,0.0,0.901,0.099,Wed Mar 28 11:47:51 +0000 2018,AHEAD on @CBSThisMorning: The president of Lyft will be in Studio 57 to share what’s next for his company’s driverl… https://t.co/TvuMjhnh2a,0.296,0.0,0.891,0.109,Wed Mar 28 19:11:16 +0000 2018,"President Trump's lawyer John Dowd floated the idea of presidential pardons for Paul Manafort and Michael Flynn, Th… https://t.co/KByVdSCtVj",-0.5574,0.231,0.769,0.0,Wed Mar 28 19:27:55 +0000 2018,"DOJ Inspector General investigates alleged FISA abuses by DOJ, FBI - via @brookefoxnews

https://t.co/I6X1UxpkK7",0.0,0.0,1.0,0.0,Wed Mar 28 08:16:01 +0000 2018,The connections between Cambridge Analytica and Peter Thiel's firm Palantir were thrust into the spotlight by Chris… https://t.co/X9OaPT2uvR
94,-0.5719,0.299,0.701,0.0,Tue Mar 27 16:21:50 +0000 2018,Kemerovo fire: Who are the victims in the Russia leisure centre blaze? https://t.co/tX0BjbjBtL,0.4588,0.0,0.85,0.15,Wed Mar 28 11:45:27 +0000 2018,"WATCH: A U.S. Navy submarine makes a grand entrance in the Arctic Ocean, emerging through thick ice during a traini… https://t.co/Lr0LG4IEVU",0.0772,0.0,0.933,0.067,Wed Mar 28 19:05:40 +0000 2018,"RT @CNNnewsroom: Perhaps President Trump is secretly thinking, 'I want [Michael Avenatti] as my lawyer'"" - constitutional attorney Page Pat…",0.0,0.0,1.0,0.0,Wed Mar 28 19:18:38 +0000 2018,Driver hits 5 people in San Francisco; 4 in life-threatening condition https://t.co/r8LQDk8aYm,0.4767,0.09,0.687,0.223,Wed Mar 28 08:02:04 +0000 2018,"RT @nytpolitics: Kirstjen Nielsen, the homeland security secretary, recently warned dozens of foreign diplomats that the United States woul…"
95,0.5423,0.0,0.759,0.241,Tue Mar 27 16:18:52 +0000 2018,"RT @BBC_HaveYourSay: Chicago superior? The phenomenon of the media-savvy slam-dunk nun
https://t.co/p6WqsUEDY7",-0.6249,0.26,0.661,0.079,Wed Mar 28 11:44:56 +0000 2018,"Couple sues University Hospitals after losing their ""only chances"" in fertility clinic failure in which 4,000 eggs… https://t.co/sJSmgLY87s",0.0,0.0,1.0,0.0,Wed Mar 28 19:01:48 +0000 2018,Ireland will hold a referendum on May 25 on whether abortion should be legalized https://t.co/mrdrnzvUu8,-0.7269,0.337,0.663,0.0,Wed Mar 28 19:13:59 +0000 2018,Donations Pour in for Rifle Team After School District Rejects NRA's 'Dirty Money' https://t.co/rf9gi0WpSh,0.0,0.0,1.0,0.0,Wed Mar 28 07:47:02 +0000 2018,These almond cookies need just 4 ingredients https://t.co/5NNOTBW0n5
96,-0.6808,0.444,0.556,0.0,Tue Mar 27 16:12:28 +0000 2018,Kemerovo fire damage seen from inside gutted mall https://t.co/O75q4RgqPx,-0.7964,0.367,0.633,0.0,Wed Mar 28 11:43:41 +0000 2018,"An abandoned Chinese space station is hurtling out-of-control toward earth, and could crash this weekend. Scientist… https://t.co/Lnll3mh7ch",0.128,0.0,0.894,0.106,Wed Mar 28 18:57:56 +0000 2018,"RT @CNNPolitics: Sarah Sanders says specific instances of the police using deadly force are a ""local matter"" but that they want to make sur…",0.0,0.0,1.0,0.0,Wed Mar 28 19:08:48 +0000 2018,"Menendez kicks off re-election bid, slams Trump on immigration https://t.co/rfEeEigw7V",0.4588,0.0,0.8,0.2,Wed Mar 28 07:32:04 +0000 2018,“Spain is creating a situation where Europe’s judges rather than its politicians are being asked to solve Catalonia… https://t.co/k0HaUIVIYU
97,0.0,0.0,1.0,0.0,Tue Mar 27 16:07:05 +0000 2018,"Twenty million Indians apply for 100,000 railway jobs https://t.co/DzmNwTG5wQ",0.0,0.0,1.0,0.0,Wed Mar 28 11:39:34 +0000 2018,"A Chinese space station the size of a bus is expected to fall to earth this weekend. Ahead on @CBSThisMorning, how… https://t.co/0o8AuHRZCR",-0.1779,0.124,0.737,0.138,Wed Mar 28 18:54:59 +0000 2018,White House press secretary Sarah Sanders: “We've put out a number of solutions to fix the DACA problem. Democrats… https://t.co/O7nnEV5sJO,-0.6249,0.17,0.83,0.0,Wed Mar 28 19:04:23 +0000 2018,"Scott Gottlieb on opioid crisis: ""If you go back 15 years ago, we didn't recognize how addictive these products cou… https://t.co/VUoz7OWouJ",0.0,0.0,1.0,0.0,Wed Mar 28 07:17:03 +0000 2018,RT @nytimesworld: A German gynecologist who provided patients information about abortion has stoked a debate over the Nazi-era law that ban…
98,0.0,0.0,1.0,0.0,Tue Mar 27 15:52:10 +0000 2018,When is a diplomat really just a spy? https://t.co/b8C7t86gI5,-0.7506,0.28,0.72,0.0,Wed Mar 28 11:35:47 +0000 2018,Human error may be to blame for the loss of thousands of embryos and eggs at a fertility clinic outside of Clevelan… https://t.co/ZK9Du3BR08,0.0,0.0,1.0,0.0,Wed Mar 28 18:53:35 +0000 2018,RT @CNNPolitics: White House press secretary Sarah Sanders deflects a question about a New York Times report that Trump’s lawyer John Dowd…,0.0,0.0,1.0,0.0,Wed Mar 28 18:58:55 +0000 2018,.@marcthiessen: @realDonaldTrump Must Look Kim 'In the Eye' and Show He's Different From His Predecessors https://t.co/4AGOzpqn6A,-0.4019,0.144,0.856,0.0,Wed Mar 28 06:49:17 +0000 2018,"H&amp;M is a ""fast fashion"" giant. But it has a big problem: A $4.3 billion pile of unsold clothes. https://t.co/wCoI4udh7F"
99,0.0,0.0,1.0,0.0,Tue Mar 27 15:43:35 +0000 2018,Why bear cubs are spending longer with their mothers https://t.co/LabQd7LPk3,-0.34,0.112,0.888,0.0,Wed Mar 28 11:33:36 +0000 2018,Michigan State University is moving to fire the ex-boss of former USA Gymnastics doctor Larry Nassar. Dr. William S… https://t.co/0qsNGK3fXS,-0.6369,0.189,0.811,0.0,Wed Mar 28 18:49:05 +0000 2018,Asked about the President's reaction after Louisiana's decision not to charge the officers who fatally shot Alton S… https://t.co/QQTKf6os8i,0.0,0.0,1.0,0.0,Wed Mar 28 18:57:49 +0000 2018,"Adm. Robert Natter on denuclearizing NoKo: ""The reality is that both sides have to sit down and we need to get clea… https://t.co/3Yy4WJPqly",0.0,0.0,1.0,0.0,Wed Mar 28 06:32:05 +0000 2018,RT @nytopinion: One man searches for the world’s last remaining quiet places. https://t.co/8YXjpMLIlw
